course_name,platform,language,url
Introduction to Data Visualization,Skillshare,English,https://www.classcentral.com/course/skillshare-introduction-to-data-visualization-82340
Manipulating Data in Tableau Desktop,Pluralsight,English,https://www.classcentral.com/course/pluralsight-tableau-desktop-manipulating-data-51370
Build Your First Dashboard with Tableau,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-dashboard-tableau-44283
Essentials of Data Science,Skillshare,English,https://www.classcentral.com/course/skillshare-essentials-of-data-science-52190
Objectivity in Data Visualization,Pluralsight,English,https://www.classcentral.com/course/pluralsight-objectivity-data-visualization-28649
D3.js Data Visualization Fundamentals,Pluralsight,English,https://www.classcentral.com/course/pluralsight-d3-data-visualization-fundamentals-29304
Analyzing Business Requirements for Data Science,Pluralsight,English,https://www.classcentral.com/course/pluralsight-data-science-business-requirements-an-50992
Programming Data Visualizations: A Coding Toolkit for Processing,Skillshare,English,https://www.classcentral.com/course/skillshare-programming-data-visualizations-a-coding-toolkit-for-processing-52122
Beautify your Data: Intro to Data Visualization using Tableau,Skillshare,English,https://www.classcentral.com/course/skillshare-beautify-your-data-intro-to-data-visualization-using-tableau-34737
Data Wrangling with Python,Pluralsight,English,https://www.classcentral.com/course/pluralsight-data-wrangling-python-50898
Natural Language Processing:Concept along with Case Study,Udemy,English,https://www.classcentral.com/course/udemy-natural-language-processing-python-nlp-60465
Master Data Analysis with Python - Intro to Pandas 2022,Udemy,English,https://www.classcentral.com/course/udemy-master-data-analysis-with-python-intro-to-p-89306
Exploratory Data Analysis in Python,Udemy,English,https://www.classcentral.com/course/udemy-exploratory-data-analysis-in-python-89267
Pandas with Python,Udemy,English,https://www.classcentral.com/course/udemy-pandas-with-python-27511
"Representing, Processing, and Preparing Data",Pluralsight,English,https://www.classcentral.com/course/pluralsight-representing-processing-preparing-dat-51487
Building Your First Python Analytics Solution,Pluralsight,English,https://www.classcentral.com/course/pluralsight-building-first-python-analytics-solut-51029
Data: Executive Briefing,Pluralsight,English,https://www.classcentral.com/course/pluralsight-data-executive-briefing-49999
Collecting and Preparing Data for Tableau Desktop,Pluralsight,English,https://www.classcentral.com/course/pluralsight-tableau-desktop-collecting-preparing--46739
Artificial Intelligence In Bioinformatics,Udemy,English,https://www.classcentral.com/course/udemy-helyxaiinbiomicrocourse-88752
Data Visualization: Best Practices,Pluralsight,English,https://www.classcentral.com/course/pluralsight-data-visualization-best-practices-51345
NumPy For Data Science & Machine Learning,Udemy,English,https://www.classcentral.com/course/udemy-numpy-for-data-science-and-machine-learning-43204
MatPlotLib with Python,Udemy,English,https://www.classcentral.com/course/udemy-matplotlib-with-python-36193
Numpy with Python,Udemy,English,https://www.classcentral.com/course/udemy-numpy-with-python-42898
Interpreting Data with Statistical Models,Pluralsight,English,https://www.classcentral.com/course/pluralsight-interpreting-data-statistical-models-51589
Comprehensive Pig Certification Training,Edureka,English,https://www.classcentral.com/course/edureka-comprehensive-pig-self-paced-45290
Graphical Models Certification Training,Edureka,English,https://www.classcentral.com/course/edureka-graphical-modelling-course-45324
Mastering Apache Ambari Certification Training,Edureka,English,https://www.classcentral.com/course/edureka-apache-ambari-45289
Analytics for Retail Banks,Edureka,English,https://www.classcentral.com/course/edureka-retail-banking-45264
Data Science and Machine Learning with Python - Hands On!,Skillshare,English,https://www.classcentral.com/course/skillshare-data-science-and-machine-learning-with-python-hands-on-52165
Comprehensive MapReduce Certification Training,Edureka,English,https://www.classcentral.com/course/edureka-comprehensive-mapreduce-self-paced-45292
Introduction to Data Science for Complete Beginners,Udemy,English,https://www.classcentral.com/course/udemy-intro2dseng-60572
Tableau | A Quick Start Guide Part 2,Udemy,English,https://www.classcentral.com/course/udemy-tableau-a-quick-start-guide-part-2-69411
MicroStrategy 10 Certification Training,Edureka,English,https://www.classcentral.com/course/edureka-microstrategy-10-bi-45302
Big Data Analysis With Pandas Data Frame,Udemy,English,https://www.classcentral.com/course/udemy-big-data-analysis-with-pandas-data-frame-88910
Conducting Introductory Computational Biology Research,Udemy,English,https://www.classcentral.com/course/udemy-conducting-intro-comp-bio-research-87599
Big Picture: Enterprise Data Management,Pluralsight,English,https://www.classcentral.com/course/pluralsight-enterprise-data-management-51696
SQL for Data Analysis: Core Data Scientist’s Skills,Udemy,English,https://www.classcentral.com/course/udemy-sql-for-data-analysis-68389
ELK Stack Training & Certification,Edureka,English,https://www.classcentral.com/course/edureka-elk-stack-training-sp-45288
Time Series with data.table in R,DataCamp,English,https://www.classcentral.com/course/datacamp-time-series-with-data-table-in-r-24687
Tableau Fundamentals for Aspiring Data Scientists,Udemy,English,https://www.classcentral.com/course/udemy-learn-tableau-fundamentals-69399
Building and Distributing Packages with Conda,DataCamp,English,https://www.classcentral.com/course/datacamp-building-and-distributing-packages-with-conda-24651
Getting Started with Enterprise Search Using Apache Solr,Pluralsight,English,https://www.classcentral.com/course/pluralsight-enterprise-search-using-apache-solr-51074
Data Scientist Certification Guide For Career Transition,Udemy,English,https://www.classcentral.com/course/udemy-complete-career-transition-guide-for-data-s-68015
WEKA - Data Mining with Open Source Machine Learning Tool,Udemy,English,https://www.classcentral.com/course/udemy-weka-data-mining-with-open-source-machine-l-32490
Advanced Predictive Modelling in R Certification Training,Edureka,English,https://www.classcentral.com/course/edureka-advanced-predictive-modeling-in-r-sp-45262
Data Science: Executive Briefing,Pluralsight,English,https://www.classcentral.com/course/pluralsight-data-science-executive-briefing-51128
Exploratory Data Analysis with R,Pluralsight,English,https://www.classcentral.com/course/pluralsight-r-data-analysis-46728
Apache Spark Fundamentals,Pluralsight,English,https://www.classcentral.com/course/pluralsight-apache-spark-fundamentals-44552
Data Science 101 Data Analytics Class Python Bootcamp NYC,Udemy,English,https://www.classcentral.com/course/udemy-data-science-101-class-python-pandas-bootca-25729
Analyzing Data in Tableau,DataCamp,English,https://www.classcentral.com/course/datacamp-analyzing-data-in-tableau-24391
Augmented Data Visualization with Machine Learning,Udemy,English,https://www.classcentral.com/course/udemy-machinelearning-analytics-68460
Apache Storm Certification Training,Edureka,English,https://www.classcentral.com/course/edureka-apache-storm-certification-training-45294
Statistics Essentials for Analytics,Edureka,English,https://www.classcentral.com/course/edureka-statistics-essentials-for-analytics-self--45263
SAS Training and Certification,Edureka,English,https://www.classcentral.com/course/edureka-sas-training-45258
Learn Data Science With R Part 1 of 10,Udemy,English,https://www.classcentral.com/course/udemy-datascience_with_r-25720
Introduction to Data Visualization: From Data to Design,Skillshare,English,https://www.classcentral.com/course/skillshare-introduction-to-data-visualization-from-data-to-design-52019
Complete Tableau 2021 Training for Absolute Beginners [FREE],Udemy,English,https://www.classcentral.com/course/udemy-tableau-for-beginners-free-69934
"Learn Core Python, Numpy and Pandas",Udemy,English,https://www.classcentral.com/course/udemy-learn-core-python-numpy-and-pandas-68510
Scala and Spark 2 - Getting Started,Udemy,English,https://www.classcentral.com/course/udemy-scala-and-spark-2-getting-started-67829
Learn BigData & Hadoop with Practical,Udemy,English,https://www.classcentral.com/course/udemy-learn-bigdata-hadoop-with-practical-67191
Case Studies: Manipulating Time Series Data in R,DataCamp,English,https://www.classcentral.com/course/datacamp-case-studies-manipulating-time-series-data-in-r-24594
Tableau | A Quick Start Guide,Udemy,English,https://www.classcentral.com/course/udemy-tableau-a-quick-start-course-69149
Lean Analytics Workshop - Alistair Croll and Ben Yoskovitz,Udemy,English,https://www.classcentral.com/course/udemy-lean-analytics-workshop-alistair-croll-and--25894
Learn Data Analysis using Pandas and Python (Module 2/3),Udemy,English,https://www.classcentral.com/course/udemy-learn-data-analysis-using-pandas-and-python-68058
Learn NumPy Fundamentals (Python Library for Data Science),Udemy,English,https://www.classcentral.com/course/udemy-python-numpy-fundamentals-68750
Visualizing Time Series Data in R,DataCamp,English,https://www.classcentral.com/course/datacamp-visualizing-time-series-data-in-r-24593
Data Visualization for Everyone,DataCamp,English,https://www.classcentral.com/course/datacamp-data-visualization-for-everyone-24433
Designing Data Visualizations: Getting Started with Processing,Skillshare,English,https://www.classcentral.com/course/skillshare-designing-data-visualizations-getting-started-with-processing-51963
Modern Data Visualization with Oracle Analytics Cloud,Udemy,English,https://www.classcentral.com/course/udemy-augmented-analytics-68424
Bootcamp for KNIME Analytics Platform,Udemy,English,https://www.classcentral.com/course/udemy-knime-bootcamp-25728
Time Series Analysis in SQL Server,DataCamp,English,https://www.classcentral.com/course/datacamp-time-series-analysis-in-sql-server-24462
Visualizing Time Series Data in Python,DataCamp,English,https://www.classcentral.com/course/datacamp-visualizing-time-series-data-in-python-24551
Machine Learning for Time Series Data in Python,DataCamp,English,https://www.classcentral.com/course/datacamp-machine-learning-for-time-series-data-in-python-24441
Big Data: The Big Picture,Pluralsight,English,https://www.classcentral.com/course/pluralsight-bigdata-bigpicture-44399
Executive Briefing - Data Science and Machine Learning,Udemy,English,https://www.classcentral.com/course/udemy-executive-briefing-data-science-and-machine-60328
Essentials of Data Science,Udemy,English,https://www.classcentral.com/course/udemy-essentials-of-data-science-in-90-minutes-25721
Manipulating Time Series Data with xts and zoo in R,DataCamp,English,https://www.classcentral.com/course/datacamp-manipulating-time-series-data-with-xts-and-zoo-in-r-24508
Time Series Analysis in Python,DataCamp,English,https://www.classcentral.com/course/datacamp-time-series-analysis-in-python-24458
Conda Essentials,DataCamp,English,https://www.classcentral.com/course/datacamp-conda-essentials-24469
Master Data Analysis with Python - Intro to Pandas,Udemy,English,https://www.classcentral.com/course/udemy-master-data-analysis-with-python-intro-to-p-26548
Introduction to Power BI,DataCamp,English,https://www.classcentral.com/course/datacamp-introduction-to-power-bi-24382
Spark Starter Kit,Udemy,English,https://www.classcentral.com/course/udemy-sparkstarterkit-67387
Data Engineering for Everyone,DataCamp,English,https://www.classcentral.com/course/datacamp-data-engineering-for-everyone-24389
Data Science for Business,DataCamp,English,https://www.classcentral.com/course/datacamp-data-science-for-business-24435
Introduction to Data Science using Python (Module 1/3),Udemy,English,https://www.classcentral.com/course/udemy-introduction-to-data-science-using-python-25723
Manipulating Time Series Data in Python,DataCamp,English,https://www.classcentral.com/course/datacamp-manipulating-time-series-data-in-python-24450
Learn Tableau Desktop for Accurate Business Analysis,Udemy,English,https://www.classcentral.com/course/udemy-tableau-desktop-10-core-skills-for-business-61298
Tableau Tutorial for Beginners,Udemy,English,https://www.classcentral.com/course/udemy-tableau-tutorial-for-beginners-61493
Big Data and Hadoop Essentials,Udemy,English,https://www.classcentral.com/course/udemy-big-data-and-hadoop-essentials-free-tutoria-61207
Introduction to Tableau,DataCamp,English,https://www.classcentral.com/course/datacamp-introduction-to-tableau-24381
Time Series Analysis in R,DataCamp,English,https://www.classcentral.com/course/datacamp-time-series-analysis-in-r-24482
Data Science for Everyone,DataCamp,English,https://www.classcentral.com/course/datacamp-data-science-for-everyone-24379
CS115x: Advanced Apache Spark for Data Science and Data Engineering,edX,English,https://www.classcentral.com/course/edx-cs115x-advanced-apache-spark-for-data-science-and-data-engineering-5854
Applied Data Science: An Introduction,Open Education by Blackboard,English,https://www.classcentral.com/course/open-education-by-blackboard-applied-data-science-an-introduction-1806
Hadoop Starter Kit,Udemy,English,https://www.classcentral.com/course/udemy-hadoopstarterkit-61204
Learn to Code for Data Analysis,FutureLearn,English,https://www.classcentral.com/course/futurelearn-learn-to-code-for-data-analysis-3997
Create a buyer persona diagram for businesses with Creately,Coursera,English,https://www.classcentral.com/course/create-buyer-persona-diagram-businesses-creately-66319
Making Sense of Data,Independent,English,https://www.classcentral.com/course/independent-making-sense-of-data-1821
More Data Mining with Weka,Independent,English,https://www.classcentral.com/course/independent-more-data-mining-with-weka-1748
Computational Methods for Data Analysis,Coursera,English,https://www.classcentral.com/course/compmethods-595
Design Brainstorming diagrams for businesses with Creately,Coursera,English,https://www.classcentral.com/course/design-brainstorming-diagrams-businesses-with-cre-65993
Create IT Diagrams with Lucidchart,Coursera,English,https://www.classcentral.com/course/create-it-diagrams-with-lucidchart-66087
Improve plans and strategies with graphics on Creately,Coursera,English,https://www.classcentral.com/course/improve-plans-strategies-graphics-creately-66345
Create attractive infographics with Creately,Coursera,English,https://www.classcentral.com/course/create-attractive-infographics-with-creately-66112
Choosing Which Method Is Best For Illustrating Data,Coursera,English,https://www.classcentral.com/course/choosing-method-best-illustrating-data-58291
How to Create a Gantt Chart in Tableau,Coursera,English,https://www.classcentral.com/course/how-create-gantt-chart-tableau-65992
Build Critical Path Visualizations in Tableau and Excel,Coursera,English,https://www.classcentral.com/course/build-critical-path-visualizations-tableau-and-ex-80040
Create an Affinity Diagram Using Creately,Coursera,English,https://www.classcentral.com/course/create-an-affinity-diagram-using-creately-57733
Strategic Analysis with Financial Competitive Profile Matrix,Coursera,English,https://www.classcentral.com/course/strategic-analysis-with-financial-competitive-pro-56004
Learning SAS: Reading Raw Data from Fixed Columns,Coursera,English,https://www.classcentral.com/course/learning-sas-reading-raw-data-from-fixed-columns-51840
How To Create An Interactive Resume On Tableau,Coursera,English,https://www.classcentral.com/course/how-create-interactive-resume-tableau-70697
How to Visualize Research Data in Tableau,Coursera,English,https://www.classcentral.com/course/how-visualize-research-data-tableau-66121
Avoiding Data Science Pitfalls,Coursera,English,https://www.classcentral.com/course/ds-pitfalls-43823
Learning SAS: Creating Formats and Labels,Coursera,English,https://www.classcentral.com/course/learning-sas-creating-formats-and-labels-51843
"Learning SAS: Data Types, Naming Conventions, and Resources",Coursera,English,https://www.classcentral.com/course/learning-sas-data-types-naming-conventions-and-re-51841
Learning SAS: History and SAS Studio,Coursera,English,https://www.classcentral.com/course/learning-sas-history-and-sas-studio-32701
Learning SAS: Reading Raw Data with the List Input Method,Coursera,English,https://www.classcentral.com/course/learning-sas-reading-raw-data-with-the-list-input-51842
Crash couse in Gnuplot,Coursera,English,https://www.classcentral.com/course/crash-couse-in-gnuplot-27222
Use the Apache Spark Structured Streaming API with MongoDB,Coursera,English,https://www.classcentral.com/course/use-apache-spark-structured-streaming-api-mongodb-58769
Visualizing static networks with R,Coursera,English,https://www.classcentral.com/course/visualizing-static-networks-r-27224
Time Series Analysis (ARIMA) with R,Coursera,English,https://www.classcentral.com/course/time-series-analysis-arima-with-r-64374
Create Beautiful Data Visualizations with Python and Altair,Coursera,English,https://www.classcentral.com/course/create-data-visualization-python-altair-43865
Geospatial Big Data Visualization with Kepler GL,Coursera,English,https://www.classcentral.com/course/geospatial-bigdata-visualization-keplergl-25474
Exploratory Data Analysis in R,Coursera,English,https://www.classcentral.com/course/exploratory-data-analysis-in-r-40667
Crash Course on Interactive Data Visualization with Plotly,Coursera,English,https://www.classcentral.com/course/crash-course-on-interactive-data-visualization-wi-54337
Create Geovisualizations in Tableau,Coursera,English,https://www.classcentral.com/course/create-geovisualizations-tableau-40862
Effectively Dealing with Imbalance Classes,Coursera,English,https://www.classcentral.com/course/imbalance-classes-22552
Hierarchical relational data analysis using python,Coursera,English,https://www.classcentral.com/course/hierarchical-relational-data-analysis-using-pytho-57257
Working with Big Data,Coursera,English,https://www.classcentral.com/course/working-big-data-58150
Mastering Data Analysis with Pandas: Learning Path Part 5,Coursera,English,https://www.classcentral.com/course/mastering-data-analysis-with-pandas-learning-path-55920
Interactive Statistical Data Visualization 101,Coursera,English,https://www.classcentral.com/course/statistical-data-visualization-54612
Plots Creation using Matplotlib Python,Coursera,English,https://www.classcentral.com/course/plots-creation-using-matplotlib-python-32729
Scatter Plot for Data Scientists & Big Data Analysts-Visuals,Coursera,English,https://www.classcentral.com/course/scatter-plot-data-scientists-big-data-analysts-vi-34133
Creating an Interactive Graph with Tableau Public,Coursera,English,https://www.classcentral.com/course/tableau-public-interactive-graph-34339
Create Interactive Graphs in Tableau,Coursera,English,https://www.classcentral.com/course/create-interactive-graphs-tableau-44692
Covid-19 Death Medical Analysis & Visualization using Plotly,Coursera,English,https://www.classcentral.com/course/covid-19-death-medical-analysis-visualization-usi-32730
Covid-19 Cases Forecasting Using Fbprophet,Coursera,English,https://www.classcentral.com/course/covid-19-cases-forecasting-using-fbp-32614
Wrangling Data for Data Analysts with Python,Coursera,English,https://www.classcentral.com/course/wrangling-data-for-data-analysts-with-python-32705
BioData Processing,Coursera,English,https://www.classcentral.com/course/biodata-processing-55915
Data Visualization using Plotnine and ggplot,Coursera,English,https://www.classcentral.com/course/data-visualization-using-plotnine-57984
Building Statistical Models in R: Linear Regression,Coursera,English,https://www.classcentral.com/course/building-statistical-models-in-r-linear-regressio-39433
Panel Data Analysis with R,Coursera,English,https://www.classcentral.com/course/panel-data-analysis-with-r-40784
Master the Art of Data Visualization With Tableau Public,Coursera,English,https://www.classcentral.com/course/master-data-visualization-tableau-37661
Facebook Network Analysis using Python and Networkx,Coursera,English,https://www.classcentral.com/course/facebook-network-analysis-using-python-and-networ-32598
Mastering Data Analysis with Pandas: Learning Path Part 4,Coursera,English,https://www.classcentral.com/course/mastering-data-analysis-with-pandas-learning-path-55921
Create a Story in Tableau Public,Coursera,English,https://www.classcentral.com/course/create-a-story-in-tableau-public-23168
Citation Analysis for Bibliometric Study,Coursera,English,https://www.classcentral.com/course/citation-analysis-for-bibliometric-study-25480
Data Visualization using Plotly,Coursera,English,https://www.classcentral.com/course/data-visualization-using-plotly-66094
Creating an Interactive KPI Management Dashboard in Tableau,Coursera,English,https://www.classcentral.com/course/interactive-kpi-tableau-dashboard-37642
 Storytelling With Data,Coursera,English,https://www.classcentral.com/course/storytelling-with-data-39317
Handling Imbalanced Data Classification Problems,Coursera,English,https://www.classcentral.com/course/handling-imbalanced-data-classification-problems-20984
Using Shiny to Plot Differential Gene Expression,Coursera,English,https://www.classcentral.com/course/shiny-to-plot-differential-gene-expression-19580
Tesla Stock Price Prediction using Facebook Prophet,Coursera,English,https://www.classcentral.com/course/tesla-stock-price-prediction-facebook-prophet-37660
Access Bioinformatics Databases with Biopython,Coursera,English,https://www.classcentral.com/course/access-bioinformatics-databases-with-biopython-37658
Introduction to Systems and Network Mapping with Kumu,Coursera,English,https://www.classcentral.com/course/systems-network-kumu-20029
Build Data Analysis and Transformation Skills in R using DPLYR,Coursera,English,https://www.classcentral.com/course/dplyr-19350
Predict Sales Revenue with scikit-learn,Coursera,English,https://www.classcentral.com/course/scikit-learn-simple-linear-regression-17015
Predict Diabetes with a Random Forest using R,Coursera,English,https://www.classcentral.com/course/predict-diabetes-with-a-random-forest-using-r-19516
COVID19 Data Visualization Using Python,Coursera,English,https://www.classcentral.com/course/covid19-data-visualization-using-python-21514
FIFA20 Data Exploration using Python,Coursera,English,https://www.classcentral.com/course/fifa20-data-exploration-using-python-21516
Build Data Analysis tools using R and DPLYR,Coursera,English,https://www.classcentral.com/course/introduction-to-dplyr-17063
Clustering Geolocation Data Intelligently in Python,Coursera,English,https://www.classcentral.com/course/clustering-geolocation-data-intelligently-python-19324
Data Visualization with Plotly Express,Coursera,English,https://www.classcentral.com/course/data-visualization-plotly-express-18951
Principal Component Analysis with NumPy,Coursera,English,https://www.classcentral.com/course/principal-component-analysis-numpy-19239
Intro to Time Series Analysis in R,Coursera,English,https://www.classcentral.com/course/intro-time-series-analysis-in-r-19326
Build a Data Science Web App with Streamlit and Python,Coursera,English,https://www.classcentral.com/course/data-science-streamlit-python-19526
Logistic Regression with NumPy and Python,Coursera,English,https://www.classcentral.com/course/logistic-regression-numpy-python-19241
Visualizing Citibike Trips with Tableau,Coursera,English,https://www.classcentral.com/course/visualizing-citibike-trips-tableau-18161
COVID19 Data Analysis Using Python,Coursera,English,https://www.classcentral.com/course/covid19-data-analysis-using-python-20101
Statistical Analysis of fMRI Data,Coursera,English,https://www.classcentral.com/course/fmri-1035
Core Concepts in Data Analysis,Coursera,English,https://www.classcentral.com/course/datan-1386
Décrivez et nettoyez votre jeu de données,OpenClassrooms,French,https://www.classcentral.com/course/openclassrooms-decrivez-et-nettoyez-votre-jeu-de-donnees-11091
Become a Data Architect,Udacity,English,https://www.classcentral.com/course/data-architect-nanodegree--nd038-33263
Créez votre Data Lake,OpenClassrooms,French,https://www.classcentral.com/course/openclassrooms-creez-votre-data-lake-11087
Biology Meets Programming: Bioinformatics for Beginners,Coursera,English,https://www.classcentral.com/course/algobioprogramming-2291
Bioinformatics Algorithms (Part 2) ,Coursera,English,https://www.classcentral.com/course/bioinformatics2-2290
Concevez des architectures Big Data,OpenClassrooms,French,https://www.classcentral.com/course/openclassrooms-concevez-des-architectures-big-data-11088
Réalisez des calculs distribués sur des données massives,OpenClassrooms,French,https://www.classcentral.com/course/openclassrooms-realisez-des-calculs-distribues-sur-des-donnees-massives-11076
Gérez des flux de données temps réel,OpenClassrooms,French,https://www.classcentral.com/course/openclassrooms-gerez-des-flux-de-donnees-temps-reel-11080
Анализ данных в R,Stepik,Russian,https://www.classcentral.com/course/stepik-analiz-dannyh-v-r-10534
FA19: Deterministic Optimization,edX,English,https://www.classcentral.com/course/edx-fa19-deterministic-optimization-9947
Биотехнологии: генная инженерия,Stepik,Russian,https://www.classcentral.com/course/stepik-biotehnologii-gennaya-inzheneriya-10535
Eine Fallstudie Anfertigen,Coursera,German,https://www.classcentral.com/course/google-data-analytics-finale-eine-fallstudie-anfe-66389
Молекулярная филогенетика,Stepik,Russian,https://www.classcentral.com/course/stepik-molekulyarnaya-filogenetika-10545
Comprendre le Big Data à travers les films de cinéma,OpenClassrooms,French,https://www.classcentral.com/course/openclassrooms-comprendre-le-big-data-a-travers-les-films-de-cinema-4445
Анализ данных в R. Часть 2,Stepik,Russian,https://www.classcentral.com/course/stepik-analiz-dannyh-v-r-chast-2-10540
"Daten Analysieren, um Fragen zu Beantworten",Coursera,German,https://www.classcentral.com/course/daten-analysieren-um-fragen-zu-beantworten-64355
Введение в NGS. Часть 1,Stepik,Russian,https://www.classcentral.com/course/stepik-vvedenie-v-ngs-chast-1-10544
كابستون علوم البيانات التطبيقية,Coursera,Arabic,https://www.classcentral.com/course/applied-data-science-capstone-ar-34095
R-Programmierung zur Datenanalyse,Coursera,German,https://www.classcentral.com/course/r-programmierung-zur-datenanalyse-64360
Заключительный курс по теме «Прикладная наука о данных»,Coursera,Russian,https://www.classcentral.com/course/applied-data-science-capstone-ru-34096
Building Resilient Streaming Analytics Systems on GCP en Français,Coursera,French,https://www.classcentral.com/course/streaming-analytics-systems-gcp-fr-20122
Daten über Visualisierungen teilen,Coursera,German,https://www.classcentral.com/course/daten-uber-visualisierungen-teilen-64354
ความรู้พื้นฐานเกี่ยวกับบิ๊กดาตา | Big Data Concept,ThaiMOOC,Thai,https://www.classcentral.com/course/thaimooc-big-data-concept-15006
Building Resilient Streaming Analytics Systems on GCP em Português Brasileiro,Coursera,Portuguese,https://www.classcentral.com/course/streaming-analytics-systems-gcp-br-20120
Proyecto Final de Analítica de Datos,Coursera,Spanish,https://www.classcentral.com/course/proyecto-final-de-analitica-de-datos-25475
Trabalho de conclusão de Ciência de Dados Aplicada,Coursera,Portuguese,https://www.classcentral.com/course/applied-data-science-capstone-pt-34093
Ciencia de Datos Aplicada - Curso Capstone,Coursera,Spanish,https://www.classcentral.com/course/ciencia-de-datos-aplicada-cuso-capstone-22265
Serverless Data Analysis with Google BigQuery and Cloud Dataflow em Português Brasileiro,Coursera,Portuguese,https://www.classcentral.com/course/serverless-data-analysis-bigquery-cloud-dataflow--17864
Что такое обработка и анализ данных?,Coursera,Russian,https://www.classcentral.com/course/what-is-datascience-ru-34094
Análisis exploratorio de datos con Python y R,edX,Spanish,https://www.classcentral.com/course/analisis-exploratorio-de-datos-con-python-y-r-66353
Estadísticas para la Ciencia de Datos con Python,Coursera,Spanish,https://www.classcentral.com/course/estadisticas-para-la-ciencia-de-datos-con-python-33570
Building Resilient Streaming Analytics Systems on GCP 日本語版,Coursera,Japanese,https://www.classcentral.com/course/streaming-analytics-systems-gcp-jp-20123
O que é ciência de dados?,Coursera,Portuguese,https://www.classcentral.com/course/what-is-datascience-pt-34129
Metodología de la ciencia de datos,Coursera,Spanish,https://www.classcentral.com/course/metodologia-de-la-ciencia-de-datos-22266
Building Resilient Streaming Analytics Systems on GCP en Español,Coursera,Spanish,https://www.classcentral.com/course/streaming-analytics-systems-gcp-es-20121
Introducción a los métodos computacionales para Ciencias Sociales,edX,Spanish,https://www.classcentral.com/course/edx-introduccion-a-los-metodos-computacionales-para-ciencias-sociales-20374
Ciencia de datos y aprendizaje automático - Curso Capstone,edX,Spanish,https://www.classcentral.com/course/edx-ciencia-de-datos-y-aprendizaje-automatico-curso-capstone-21279
Visualización de Datos con Python ,Coursera,Spanish,https://www.classcentral.com/course/visualizacion-de-datos-con-python-22263
Minería de Datos: Análisis de la Canasta de Compra,edX,Spanish,https://www.classcentral.com/course/mineria-de-datos-analisis-de-la-canasta-de-compra-46057
Herramientas para la ciencia de datos,Coursera,Spanish,https://www.classcentral.com/course/herramientas-para-la-ciencia-de-datos-22260
Minería de Datos: Segmentación de Mercados,edX,Spanish,https://www.classcentral.com/course/mineria-de-datos-segmentacion-de-mercados-46056
Python para a Ciência de Dados e IA,Coursera,Portuguese,https://www.classcentral.com/course/python-for-applied-data-science-ai-pt-34097
Análisis de datos con Python,Coursera,Spanish,https://www.classcentral.com/course/analisis-de-datos-con-python-22259
Building Resilient Streaming Systems on GCP em Português Brasileiro,Coursera,Portuguese,https://www.classcentral.com/course/building-resilient-streaming-systems-gcp-br-17861
Bases de datos y SQL para ciencia de datos,Coursera,Spanish,https://www.classcentral.com/course/sql-para-ciencia-de-datos-22261
Curso Práctico de Bioestadística con R,Miríadax,Spanish,https://www.classcentral.com/course/miriadax-curso-practico-de-bioestadistica-con-r-1437
Computer Assisted Inquiry,EMMA,Estonian,https://www.classcentral.com/course/emma-computer-assisted-inquiry-3735
Python para Data Science y AI,Coursera,Spanish,https://www.classcentral.com/course/python-para-data-science-y-ai-22264
Análise de Dados Quantitativos,Coursera,Portuguese,https://www.classcentral.com/course/analise-de-dados-quantitativos-65781
Pesquisa de Mercado com Métodos Qualitativos,Coursera,Portuguese,https://www.classcentral.com/course/pesquisa-de-mercado-com-metodos-qualitativos-65782
Business Intelligence,EMMA,Spanish,https://www.classcentral.com/course/emma-business-intelligence-4111
Visualizando datos con Python,edX,Spanish,https://www.classcentral.com/course/edx-visualizando-datos-con-python-21306
El método de ciencia de datos,edX,Spanish,https://www.classcentral.com/course/edx-el-metodo-de-ciencia-de-datos-20142
Google Cloud Big Data and Machine Learning Fundamentals en Français,Coursera,French,https://www.classcentral.com/course/gcp-big-data-ml-fundamentals-fr-12468
Herramientas de ciencia de datos: uso práctico,edX,Spanish,https://www.classcentral.com/course/edx-herramientas-de-ciencia-de-datos-uso-practico-20143
Google Cloud Platform Big Data and Machine Learning Fundamentals em Português Brasileiro,Coursera,Portuguese,https://www.classcentral.com/course/gcp-big-data-ml-fundamentals-br-13703
Big Data: el valor añadido de los datos en su negocio,Miríadax,Spanish,https://www.classcentral.com/course/miriadax-big-data-el-valor-anadido-de-los-datos-en-su-negocio-5772
Introducción a la ciencia de datos y sus aplicaciones,edX,Spanish,https://www.classcentral.com/course/edx-introduccion-a-la-ciencia-de-datos-y-sus-aplicaciones-20141
Analizando datos con Python,edX,Spanish,https://www.classcentral.com/course/edx-analizando-datos-con-python-21307
SQL aplicado en la  ciencia de datos,edX,Spanish,https://www.classcentral.com/course/edx-sql-aplicado-en-la-ciencia-de-datos-20144
¡Conceptos básicos de Python para Data Science!,edX,Spanish,https://www.classcentral.com/course/edx-conceptos-basicos-de-python-para-data-science-20173
Web Intelligence and Big Data,Coursera,English,https://www.classcentral.com/course/bigdata-454
¿Qué es la ciencia de datos?,Coursera,Spanish,https://www.classcentral.com/course/que-es-la-ciencia-de-datos-22262
Analyzing Macro-Environmental Factors Using Creately,Coursera,English,https://www.classcentral.com/course/marco-environmental-factors-creately-20749
Introducción a la Minería de Datos,Coursera,Spanish,https://www.classcentral.com/course/mineria-de-datos-introduccion-11949
