course_name,platform,language,url
Build your First Dashboard with Jaspersoft,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-dashboard-jaspersoft-46528
Tableau Desktop Specialist - Formatting Views for Presentations,Pluralsight,English,https://www.classcentral.com/course/pluralsight-tableau-desktop-specialist-formatting-46525
Tableau Desktop Specialist - Applying Analytics to a Worksheet,Pluralsight,English,https://www.classcentral.com/course/pluralsight-tableau-desktop-specialist-applying-a-49726
Sharing Effective Visual Forecasts,Pluralsight,English,https://www.classcentral.com/course/pluralsight-sharing-effective-visual-forcasts-49826
Perform Index Management Tasks in Kibana,Pluralsight,English,https://www.classcentral.com/course/pluralsight-perform-index-management-tasks-in-kib-49819
Complex Event Processing Using Apache Flink,Pluralsight,English,https://www.classcentral.com/course/pluralsight-complex-event-processing-apache-flink-49804
Serverless Data Processing with Dataflow: Foundations,Pluralsight,English,https://www.classcentral.com/course/pluralsight-serverless-data-processing-dataflow-f-49856
Executing Complex Queries with Elasticsearch,Pluralsight,English,https://www.classcentral.com/course/pluralsight-executing-complex-queries-elasticsear-49788
Serverless Data Processing with Dataflow: Develop Pipelines,Pluralsight,English,https://www.classcentral.com/course/pluralsight-serverless-data-processing-dataflow-d-49829
Data Visualisation with Python: Bokeh and Advanced Layouts,FutureLearn,English,https://www.classcentral.com/course/data-visualisation-with-python-bokeh-and-advanced-32223
Building Resilient Streaming Analytics Systems on GCP,Pluralsight,English,https://www.classcentral.com/course/pluralsight-building-resilient-streaming-analytic-44093
Build Your First Dashboard with Geckoboard,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-dashboard-geckoboard-43999
Data Visualisation with Python: Seaborn and Scatter Plots,FutureLearn,English,https://www.classcentral.com/course/data-visualisation-with-python-seaborn-and-scatte-32222
Data Visualisation with Python: Matplotlib and Visual Analysis,FutureLearn,English,https://www.classcentral.com/course/data-visualisation-with-python-matplotlib-and-vis-32221
Build Your First Data Visualization with NVD3,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-nvd3-28840
Programming Essentials with Python: Matplotlib and Seaborn,FutureLearn,English,https://www.classcentral.com/course/programming-essentials-with-python-matplotlib-and-32202
Build Your First Data Visualization with Altair,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-altair-44112
Build Your First Dashboard with iDashboards,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-dashboard-idashboards-44120
Build Your First Dashboard with GoodData,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-dashboard-gooddata-44122
Enterprise Search: Executive Briefing,Pluralsight,English,https://www.classcentral.com/course/pluralsight-enterprise-search-executive-briefing-50027
Build Your First Data Visualization with Infogram,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-your-first-data-visualization-w-28872
Build Your First Dashboard with ClicData,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-your-first-dashboard-clicdata-44132
Build Your First Data Visualization with MicroStrategy,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-micros-28929
Alteryx Developer Tools Playbook,Pluralsight,English,https://www.classcentral.com/course/pluralsight-alteryx-developer-tools-playbook-50105
Build Your First Report with BIRT,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-report-birt-44125
Build Your First Time Series Visualization with Dygraphs,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-time-series-visualization-28963
Designing Data Visualizations,Pluralsight,English,https://www.classcentral.com/course/pluralsight-designing-data-visualizations-50141
Build your First Data Visualization with n3-charts,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-your-first-data-visualization-n-44116
Build Your First Data Visualization with Pygal,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-your-first-data-visualization-p-28957
Alteryx Fundamental Tools Playbook,Pluralsight,English,https://www.classcentral.com/course/pluralsight-alteryx-fundamental-tools-playbook-50211
Julia: Getting Started,Pluralsight,English,https://www.classcentral.com/course/pluralsight-julia-getting-started-50151
Build Your First Data Visualization with Frappe,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-frappe-44099
Interactivity in Data Visualizations,Pluralsight,English,https://www.classcentral.com/course/pluralsight-interactivity-data-visualizations-46616
Building Visualizations with MATLAB,Pluralsight,English,https://www.classcentral.com/course/pluralsight-building-visualizations-matlab-28978
Build Your First Dashboard with Chartio,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-dashboard-chartio-28981
Time Series Forecasting with Amazon Forecast,Pluralsight,English,https://www.classcentral.com/course/pluralsight-time-series-forecasting-with-amazon-f-50295
Modeling Streaming Data for Processing with Apache Spark Structured Streaming,Pluralsight,English,https://www.classcentral.com/course/pluralsight-modeling-streaming-data-processing-ap-44197
Modeling Streaming Data for Processing with Apache Beam,Pluralsight,English,https://www.classcentral.com/course/pluralsight-modeling-streaming-data-processing-ap-28992
Exploring the Apache Beam SDK for Modeling Streaming Data for Processing,Pluralsight,English,https://www.classcentral.com/course/pluralsight-exploring-apache-beam-sdk-modeling-st-46622
Human Factors in Data Visualization,Pluralsight,English,https://www.classcentral.com/course/pluralsight-human-factors-data-visualization-50278
 Build Your First Data Visualization with Highcharts,Pluralsight,English,https://www.classcentral.com/course/pluralsight-highcharts-build-your-first-data-visu-29012
Build Your First Data Visualization with Charticulator,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-charti-29001
Build Your First Data Visualization with CanvasJS,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-canvas-29009
Build Your First Data Visualization with RAWGraphs,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-rawgra-29028
Build Your First Data Visualization with vis.js,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-vis-js-29020
Playbook: Mining Data with the Twitter API,Pluralsight,English,https://www.classcentral.com/course/pluralsight-playbook-mining-data-twitter-api-50540
Build Your First Data Visualization with FusionCharts,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-fusion-29031
Build Your First Dashboard with DOMO,Pluralsight,English,https://www.classcentral.com/course/pluralsight-building-first-dashboard-domo-44256
Handling Streaming Data with Apache Pulsar,Pluralsight,English,https://www.classcentral.com/course/pluralsight-handling-streaming-data-apache-pulsar-46638
Build Your First Data Visualization with Alteryx,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-altery-28153
Build Your First Data Visualization with AnyChart,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-anycha-29034
Validating Data Using Asserts in R,Pluralsight,English,https://www.classcentral.com/course/pluralsight-validating-data-using-asserts-r-50580
Build Your First Data Visualization with Plotly.js,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-plotly-29050
Build Your First Data Visualization with amCharts,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-your-first-data-visualization-a-29041
Build your First Data Visualization with C3.js,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-your-first-data-visualization-c-29048
Build Your First Data Visualization with ggplot2,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-ggplot-50733
Storytelling with Tableau,Pluralsight,English,https://www.classcentral.com/course/pluralsight-storytelling-tableau-44276
Build Your First Data Visualization with Matplotlib,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-matplo-29061
Visualizing Data with MongoDB Charts,Pluralsight,English,https://www.classcentral.com/course/pluralsight-visualizing-data-with-mongodb-charts-46679
Performing Dimension Analysis with R,Pluralsight,English,https://www.classcentral.com/course/pluralsight-performing-dimension-analysis-r-50756
Build Your First Data Visualization with Bokeh,Pluralsight,English,https://www.classcentral.com/course/pluralsight-build-first-data-visualization-bokeh-28204
Data Skills: How Mondi Does Digital,Pluralsight,English,https://www.classcentral.com/course/pluralsight-data-skills-how-mondi-does-digital-50944
Annotating ggplot2 Visualizations in R,Pluralsight,English,https://www.classcentral.com/course/pluralsight-annotating-ggplot2-visualizations-r-50956
Building Your First Dossier in MicroStrategy,Pluralsight,English,https://www.classcentral.com/course/pluralsight-building-your-first-dossier-in-micros-44330
Building Resilient Streaming Analytics Systems on GCP,Pluralsight,English,https://www.classcentral.com/course/pluralsight-building-resilient-streaming-analytic-28264
Exploring Data with Quantitative Techniques Using R,Pluralsight,English,https://www.classcentral.com/course/pluralsight-exploring-data-quantitative-technique-50789
Evaluating a Data Mining Model,Pluralsight,English,https://www.classcentral.com/course/pluralsight-evaluating-data-mining-model-51028
Creating Visualizations in R Using ggplot2: R Playbook,Pluralsight,English,https://www.classcentral.com/course/pluralsight-creating-visualizations-r-ggplot2-pla-50971
Using Predictive Analytics to Improve the Customer Journey,Pluralsight,English,https://www.classcentral.com/course/pluralsight-using-predictive-analytics-improve-cu-51035
Data Analysis with Shiny: R Playbook,Pluralsight,English,https://www.classcentral.com/course/pluralsight-data-analysis-shiny-r-playbook-51820
Sharing and Securing Content in MicroStrategy,Pluralsight,English,https://www.classcentral.com/course/pluralsight-sharing-securing-content-microstrateg-51457
Creating Data Stories with Qlik Sense,Pluralsight,English,https://www.classcentral.com/course/pluralsight-creating-data-stories-qlik-51451
Enterprise Skills in Hortonworks Data Platform,Pluralsight,English,https://www.classcentral.com/course/pluralsight-hortonworks-data-platform-enterprise--28702
RapidMiner: Getting Started,Pluralsight,English,https://www.classcentral.com/course/pluralsight-rapidminer-getting-started-51736
Starting with Oracle Big Data,Pluralsight,English,https://www.classcentral.com/course/pluralsight-oracle-big-data-getting-started-28477
Building Resilient Streaming Systems on Google Cloud Platform,Pluralsight,English,https://www.classcentral.com/course/pluralsight-building-resilient-streaming-systems--28626
